Date,Ticker,Adj Close,return_1d,return_5d,return_10d,return_20d,return_60d,MA5_ratio,MA10_ratio,MA20_ratio,MA50_ratio,MA200_ratio,RSI,MACD_pct,MACD_signal_pct,ATR_pct,volatility_20d,volume_change,volume_ratio
2026-08-06,NKE,42.0,-0.0106007244959185,-0.0068574346003588,0.0246401141784724,-0.0182327910601612,-0.0003345822892202,-0.0015689536417519,-0.006458021775584,-0.0169114600033376,-0.0305434674959407,-0.2137291515457999,41.12904249195048,-0.0076440207146198,-0.0070479168402842,0.029523804074242,0.021439566155218,-0.1782955913910342,0.9866076342599952
2026-08-06,IBM,231.7674102783203,-0.0105544659507845,0.0527193113106874,0.1295911108830476,-0.2095157508151729,0.044195862211958,0.0109921325954225,0.0325745180819843,0.0296050298322343,-0.1001295549390732,-0.1270437951255031,70.03087588641026,-0.0333201048170177,-0.0467478491532726,0.0342802953653926,0.0618013608394969,-0.2578707503186715,0.3056522033049934
2026-08-06,DIS,104.68000030517578,0.0286949499572157,0.0886022911667545,0.1276526795258219,0.0884891577233957,0.0072775466641452,0.0490028995368769,0.0638427522551599,0.0751572635743325,0.0619327702609089,0.0099127432415293,65.82394239820773,0.0061975575351563,-0.0023775017574499,0.0241075008299033,0.0187036220115255,-0.3249459368542458,1.176658319522642
2026-08-06,PG,146.97000122070312,0.0011580256499408,0.0209085465855705,0.0074650197161076,0.0082882751604764,0.0328343676697271,0.0049368204464099,0.0023734367239713,-5.830849218368961e-05,0.00166028399325,0.0073630754419877,44.83532064244706,-0.0012208082348226,-0.0006256960390428,0.0239127480678563,0.0120470461068688,-0.1011555063414434,1.0370865471064212
2026-08-06,MCD,276.260009765625,0.0082482108234489,0.0291313040273335,0.0512177420010382,-0.0008317858760639,0.0128682834240263,0.0198084981292727,0.0220949733150153,0.0264031781997187,0.0086513598666244,-0.0703481971617892,61.1473493478311,-0.0023417682277554,-0.006286792712615,0.0199553111018445,0.0146612573022104,-0.1173538835256423,0.9073569775577204
2026-08-06,CVX,189.22999572753903,0.0151279009174918,-0.0160158175349998,-0.0266947972959874,0.0872162735398927,0.0336861757158064,-0.0103551166588345,-0.0106086636469061,0.0028166436480436,0.0353778014978385,0.0863214865142378,52.49257927196065,0.0149313119701628,0.0169089665737723,0.0242599672600873,0.0159759668884568,-0.1305595235212938,0.957218959122175
2026-08-06,T,23.709999084472656,0.0281873214910637,0.0215424394537997,0.0326655065290142,0.1419900731888272,-0.0338772957510123,0.0133344524068657,-0.0010533209423307,0.0382274070315886,0.0525294519046617,-0.0361948093757888,65.7807115290235,0.0164655708696678,0.0139204456140655,0.0328975016064847,0.0206110100924079,-0.2861060630102782,0.6159340222909185
2026-08-06,JPM,356.29998779296875,-0.0081839509000324,0.0155336514027168,0.0182909231441077,0.0620919500893366,0.1930170228563097,0.0022559613570256,0.0065625419132071,0.0228174354219705,0.0761249641881207,0.1475341188442811,64.97829668198162,0.0198691454127855,0.0201542375045213,0.0191892876188048,0.0131479523266151,0.1044880918493216,0.711937096178358
2026-08-06,MMM,180.7100067138672,-0.0075241383095913,0.0263531504323972,0.0655699664844682,0.1633192414965205,0.2672289421424869,0.006460633327024,0.0123242823409206,0.0601127975797548,0.1086068229720642,0.138799660895335,75.93838978862598,0.0318421775830336,0.0275429472233065,0.0283998722959895,0.0213199852917645,-0.0665542769185663,0.6608203824300133
2026-08-06,JNJ,256.9800109863281,-0.0023680475182831,0.0045344524622705,-0.0088324068514655,-0.0081821500086747,0.1672218119275974,0.0036242990725494,-0.0107364322693781,0.001744453428806,0.0396968957802736,0.1363672581321233,55.0127486689318,0.0095269290590236,0.0136155742266106,0.0244627042200848,0.0147805270832164,0.0709452152149059,0.8559923042441501
2026-08-06,MRK,128.3699951171875,0.0003116440860451,-0.0109407369011477,-0.0161710659062064,0.0263851877381897,0.1618721529294651,-0.0012759502788123,-0.0098498557487317,0.0059674362838892,0.0397244416366666,0.1534765271305243,52.61888226237328,0.0120450858418688,0.0152832851765681,0.0248723034297576,0.0153651155230915,-0.3285310277187937,0.7947010165212883
2026-08-06,INTC,99.80999755859376,-0.0123688900672618,0.0952485522526471,-0.0041904198770117,-0.1131153656777446,-0.2289091805002487,0.0333795692163807,0.0775941055799389,0.0251011437799706,-0.1012140690817835,0.4620790739047968,54.238490250251495,-0.0457553227013644,-0.0585941417605139,0.0773827414217984,0.0552751685726951,-0.0854952194911721,0.6827465597794175
2026-08-06,MSFT,499.8599853515625,0.0254379725800062,0.1080912848333186,0.309974325021096,0.3004995431414528,0.2139355015434505,0.0274614421843564,0.1262445319913645,0.1955770033646482,0.2334133180633593,0.157355143197867,82.37268257997772,0.050952335126908,0.0269260972995613,0.0360186573590937,0.0385078554224298,0.0914255935355761,0.9208703230924
2026-08-06,GE,374.5499877929688,-0.0174964939047698,0.0549514949822291,0.0732091340772742,0.0431984705852253,0.2468560281391691,0.005746328638877,0.027107039117725,0.0491346483027539,0.0683230086152684,0.1854305827069651,65.82964917164122,0.0169475253305795,0.0110754275333623,0.0279382829408682,0.0193376632856622,0.1240508731966589,0.9117843683476426
2026-08-06,XOM,154.83999633789062,0.0211698961400084,-0.0135695028747414,-0.0130664992015614,0.1264366999501254,0.0414949930701069,0.0042415961516966,-0.0006454406676507,0.0230219338357078,0.0578034292469678,0.1145626989834669,64.40676770615671,0.0184788768631948,0.0187787483021487,0.0256993501541913,0.014695907128176,-0.0284931506849315,0.8375227330973098
